,account_id,alliance_id,timestamp,raw_message,filtered_message,CHILD_GROOMING,RELATIONSHIP_SEXUAL_CONTENT,hour_bucket,trigger
70401,a0c162b482b67ebeed34f49d0fd0db2ede33ae61a9be8db11588745db1b32bd3,17d5fd47aa383809a16b2d1695fd3c2ce0b1a9df7b4fc7ec67eb041da8d6cca7,2023-03-01 02:32:51.036,"Not comparable to physical disability or these relationship issues, I know. My point is that He’s redeemed my story, and He will redeem yours too, regardless how the circumstances work out.","Not comparable to physical disability or these relationship issues, I know. My point is that He’s redeemed my story, and He will redeem yours too, regardless how the circumstances work out.",-1.0,3.0,3,1
73326,bd1cfb4b9efc38ad5ac1a59090bca32fab1b8854ca29b37b1fcea5a7a7721b05,eb9973db4706e476aa7a1c66074b4dd28cf67eb01bc71c4d8507a18ec184af12,2023-03-01 18:34:43.534,your gf is a bich,your gf is a bich,-1.0,3.0,19,1
74180,a5f531a27a80cf179a79eeafb3d287336407d2cb74d034e843cebcf1bf754a78,78fbff1fd6df16ee931a12764222edcaed4755d02d9317c5a3e808cb27eef06c,2023-03-01 11:41:27.858,OH SNAP,OH SNAP,-1.0,-1.0,12,1
74357,5c8df179862954019daa5fb0ba6023431df2a738c105142c1680859df3c081b0,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 01:02:18.411,You got too horny with the peka,You got too horny with the peka,-1.0,5.0,2,1
74384,3f6247ce1d81fa5c5e09703e051894c85781aa1d5ceffd3c128d372ab40d3977,ddd083d5431c26f45edbd3cb4d745b8248de2861db54f07fcac244eadc706ab4,2023-03-01 03:36:21.175,Cutie,Cutie,-1.0,-1.0,4,1
76008,1dc47118d1635579da8b0cc4845bc20ad23f0efd2ea628a5964d8ae7717f48b7,52a5d9496f14517412bd081afe5fd0566c7b695c676e0854a044bb8793aa7bdf,2023-03-01 00:56:36.028,Run it back sweetheart,Run it back sweetheart,-1.0,-1.0,1,1
77016,3fc4a4ce20b5685deecc231883263a8b8c09d768239420910d264252d563fc38,478ce06344f00910d98b3728a74192ae45d1f713d4f4e1964e0e104e02067fac,2023-03-01 12:23:18.295,hey media are you kidding me?,hey media are you kidding me?,-1.0,-1.0,13,1
77450,aabb7cc4eb798f476925f8130fb5d29f431640f819ceee9725b63aef53d3c16e,5760ff059cf3105fa9ea1c7b4eae26ca7c773dc9f6eef584c3bf71ae5916cf3c,2023-03-01 18:35:34.006,but I'm not your gf,but I'm not your gf,-1.0,3.0,19,1
79331,e4a98aa62cc567c6c7d6d78cb179648711fe4617bea24d4278b6fe1dbac97d87,b0624e33804ac27bc3b8e559c113048a955c0aaee5cf13b8de3cc92bb73bbf7a,2023-03-01 03:57:48.616,plus you have all the old school moderates and liberals that are being brainwashed by the main stream media into red is the devil so good luck with a clean sweep,plus you have all the old school moderates and liberals that are being brainwashed by the main stream media into red is the devil so good luck with a clean sweep,-1.0,-1.0,4,1
79402,e854624432550fca8c75a615ff6727cf1d8191aecd4613ed25cd6a683fce3c4f,45af36dd4315fd67b8090422b3d9c20aa5d1f33f40ffb4162b172193ee258922,2023-03-01 22:24:15.055,Bro no soy to girlfriend,Bro no soy to girlfriend,-1.0,3.0,23,1
80144,7012518e62e1cfff78af302c491e132888c2fb0da6d2e06d6c32c5015f45defd,4a00b42d5e7559b582e634d1e14daaaa48f6a15ae3e54dca10323ed1f4760bd4,2023-03-01 04:32:37.875,I got my amazingly sweet gf kinda with me,I got my amazingly sweet gf kinda with me,-1.0,3.0,5,1
80216,bc53967e7ec47861c1f067ec7a4d7c5b81207c948c01cad5060ed548c9a019fa,08edbea29c5f2670f9d3eb476fab0b3b497d843b8366dd66699679a4598fc875,2023-03-01 19:15:40.283,I mentioned my bf cus ur calling him gay never said being gay is an insult,I mentioned my bf cus ur calling him gay never said being gay is an insult,-1.0,3.0,20,1
82212,bec11fb14206575f02da963a2f1a3948bb937de12fdbbabee7c1825bfa44c87a,e2312f83eb556865782d21bc5fc2842ed5e147ce360943d61ea193ece2246222,2023-03-01 16:48:45.836,Gf,Gf,-1.0,3.0,17,1
84154,3292ad3862343b6bd5b9f2c412a3549d9aec12a3c2b93055a958b915276df72d,f4a941ecbb680c3e4f0ac637052617c938d9b70983095e888e1ecd3a07a8d410,2023-03-01 03:34:02.837,I remember as a kid saying I would never get a girlfriend,I remember as a kid saying I would never get a **********,-1.0,3.0,4,1
84199,82f030203b481ab3f68f9d51c8cabd62520a6e59fbe180802b4138903b9da3bf,8f6f902a80c2ae96797277475c84b2f9b413c1ecac90dae3ff4be9237f015cbe,2023-03-01 23:30:19.310,Unfortunately Snap is mandatory to serve under our lord Sir Dirty.,Unfortunately Snap is mandatory to serve under our lord Sir Dirty.,-1.0,-1.0,24,1
84694,eff04f15b53f07d0546494ad2c7314e00bc7fe537d7c7b1d5e9b72886f4f6fb1,a87aa90283b6eae5d435ee091913e0b551343a74f6617f9b1f7fbad52e158f0a,2023-03-01 01:01:00.586,Lethal u in the snap gc,Lethal u in the snap gc,-1.0,-1.0,2,1
84836,7bf5aaff1a057ddb4a08a9e822b803cf333b65ddc37170a54e935eebd59810b4,0b92880fa3d37fa215698d03eb4e7cc486ccc4e0f8c919e99cb7593de7c703e3,2023-03-01 17:10:08.249,My bf says to invited him,My bf says to invited him,-1.0,3.0,18,1
85669,dec6d45037f1b7f4bed2c16e78cc38c020e99f9d8da7670db71a4663b708d567,5b56094df13c31233fb655c53a7aa33a903787f69cc037cd0a97a4ede16f2a97,2023-03-01 14:05:15.076,He’s like the crazy girlfriend that you can’t get rid of lol,He’s like the crazy ********** that you can’t get rid of lol,-1.0,3.0,15,1
86599,14921bf6e411ea83d78f10c14e7ae0c24dbcf525be390dc4443ac32519707c88,e37e97d2023e458acd9d7510f0b55211e02e68c0c5f46c074659367676cb58ae,2023-03-01 00:29:33.337,Gf,Gf,-1.0,3.0,1,1
86728,dbe8507fcb7e6d3f44eb7509fbe922554c3f5d25cb4e958ffa4a6ae1325ada30,3183cc4de568b8a8a69300abd30367663d8eceeaaf8e40cf70e587ccdbd48bd9,2023-03-01 02:30:08.440,Social media app,Social media app,-1.0,-1.0,3,1
87674,0ed715a2d0c97057b3d167b8274cdcbd062b1d0bf823b10c11e2cf6dbe6fd600,cf3393da50b55e26ea659ca63bfc51f15daa8f805563c635e7b4154c547a843a,2023-03-01 18:09:23.217,Circa when his wifes bf buys him pass royale,Circa when his wifes bf buys him pass royale,-1.0,3.0,19,1
88166,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 07:11:41.325,idc abt ur bf,idc abt ur bf,-1.0,3.0,8,1
90559,c392c33369da211e5d25ae2e0f58ed54a8be3bc92bc35e3097086bee2f1ebe8b,7aab5f1341042de1a412716d5181629677a6b12276e81431359abc6bd78222ee,2023-03-01 18:31:40.665,snap,snap,-1.0,-1.0,19,1
91003,6fc2bf8a81947a3fa5ef63a85aa41c7bf26e3734a0e21154d7418d2f78a4e217,7eb3f1153a8ad12151f8cfc39f919afe858f06c9912e80e0858e8cc61b070518,2023-03-01 12:26:49.847,1v1 Marvel snap pd,1v1 Marvel snap pd,-1.0,-1.0,13,1
91876,6f21a0bdf676507251fb269d353709d750260baedd966551ad69038b1e66fa77,e44689da035ab7e02299a1689376346936dae50a5b8cafcfef819c6ea183d746,2023-03-01 23:45:07.843,Truth Social,Truth Social,-1.0,-1.0,24,1
93436,50810fe1b7c22032633aa1f9baa456826ebd43c09e2090dcccb65b3bb0f1f7bd,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 14:02:36.987,I don't got snap,I don't got snap,-1.0,-1.0,15,1
93798,be17c58c3669fcf1027edd2c4ea0f0f20a2c9b539a6a075789b620729c569dbc,14d6c641cef6286b4804aa9cb46adeb2508d141873b487c785e63af3d73bbe41,2023-03-01 18:56:35.226,I might Heat im boutta go out to eat w my gf,I might Heat im boutta go out to eat w my gf,-1.0,3.0,19,1
94139,4cfcdaeffd4aff325cd623f7f9db3afb83506308709796ca6bb71ae736b76e1f,ff724012699b3bcd06f9cec67c972dd713f1b0b0edde039d3f0b5b8991101069,2023-03-01 02:04:06.258,it helps with our relationship,it helps with our relationship,-1.0,3.0,3,1
94196,1ed1c6b5be70f79288f26bdf8e015c3b29fa2bc9d1359e0b64b34eefa3a689e1,eeec841f314fab36bdf09a55f7977dab7dc5c0b17e74ac6e13a3747ac479f543,2023-03-01 15:16:46.950,she has a bf for the last time and she's 14 no thanks,she has a bf for the last time and she's 14 no thanks,2.0,3.0,16,1
94873,b3fe6e3b5727a1ed8bbd0f3d23daa3a8fd95fc276dec5d1bd1f50c449c7c0ef6,4406cf008a4486929328d8c54994d2477552388b66a195891e77a4265ddab0aa,2023-03-01 20:55:27.498,did u bang your girlfriend yet,did u bang your girlfriend yet,-1.0,3.0,21,1
95329,3f795853f28b7adbe2fbe4f7f08ea7c3c4b5e2623556e89ab9168373c380eb5c,da49efaf934d88b4074519e7ba9be42438d13fcbdf36c02c7a99c39ba0910bb3,2023-03-01 09:28:46.057,u find new bf,u find new bf,-1.0,3.0,10,1
95484,9dfd33b557a3c84af15bbfa68dfa2b443f326e2226f350135b53ea00c6bd8f9e,25f22c8e8bf21fe73fc8ad3470ae3d8d1cea6899bb5a897df8e98dc645fa32b1,2023-03-01 00:29:31.680,media,media,-1.0,-1.0,1,1
95520,93d8823c51c1c2e53ae8454d9639622ea7721f5c428de76c2f7fb96b93787a0e,5d3f3840181fb42e2bee1472e7a0c16951d6a1655b371e043f4a4304fa06aa90,2023-03-01 01:37:36.715,cutie batootie,cutie batootie,-1.0,-1.0,2,1
96554,b5e8274858a9b6c8ac196122d5be82be1c6cd59a236faf4794d02dca6128bb42,46e1afa7e6451bb70b3d328a8420727225052d415db6df79659791df93691247,2023-03-01 05:30:31.243,Ur gf cheating on you.,Ur gf cheating on you.,-1.0,3.0,6,1
97026,9d3ea0d3c8875c2e0a3f412f96f0bce355653b9aeee8f43a0becb3dd232639e1,6142065ec354d4290c689fe407d9b9e56c47f5ccf5fa7599433e28b759acd11b,2023-03-01 06:38:38.871,Social media sucks me in,Social media ***** ** in,-1.0,6.0,7,1
97433,6e780ae85fc7fc5a3c145c3255232290d1a105b456d386dff5b064d05883c081,10239ee139c54a109eb0673446f636a5f00ba53bda3812d294c1c3ae04ac6bf8,2023-03-01 06:22:40.293,Make your gf an account that’s what I did on clash of clans lol,Make your gf an account that’s what I did on clash of clans lol,-1.0,3.0,7,1
97940,dda1b9045447418bf4c79935d32a5f92a7556906936f7fb577c25c4af57c099d,5f7b07fc74fb766b9e7b8c914f56480e11adb610b2f32256e2746e4f7b48e741,2023-03-01 15:33:44.895,Was because I found out I got my girlfriend pregnant,Was because I found out I got my girlfriend pregnant,-1.0,3.0,16,1
98304,3fb263229c2884874aba4db1f916e154fc84c03d51eb2023902a685837eba795,bb7ea4a3276113751203d998b652244dbb5beda321f25ffae181803363340195,2023-03-01 19:01:05.560,cutie,cutie,-1.0,-1.0,20,1
98415,96212cdf2d298ae0a5e4df4b9bd7b77fab23f4a80ad972cab74fe845d3d4e191,fccc99bdaeeb7c33d04fb1751fd38d5ebc1ab1318a73da54ef327f5236030f8c,2023-03-01 08:05:30.195,Hello sweety,Hello sweety,-1.0,-1.0,9,1
99441,8d56ffe4f3ea849a7e7f07d202f3b0fe750fca22b19707f77cce69ea73c5d0ad,ef80bfbc1bb441df63768898ca9aff67d6c703829185ac7fdb4fed728d66ae38,2023-03-01 12:14:52.501,"No, he’s on the xxx version of zoom with me and iBaller","No, he’s on the xxx version of zoom with me and iBaller",-1.0,5.0,13,1
100151,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 07:19:54.469,IM BETTER THAN UR BF,IM BETTER THAN UR BF,-1.0,3.0,8,1
101043,2ab896b729dc8f1762b7e859e37c5849d1d9475aafd6b1d59fcd680d619ed575,08eb9dc8bd717fcc0105e219d9f4f6d167262a0b7b0a50b7d2e2f5e5104eea79,2023-03-01 05:13:08.259,It’s just a love hate relationship,It’s just a love hate relationship,-1.0,3.0,6,1
101471,9c5d21f070105b1d640d831e184da7f6ec65e4d2531af69e639efefcf3faee2f,ab5cfeacabd542d8530c946f5c8557dbf5436d39a53385d81d2182896800afe3,2023-03-01 23:53:38.820,Guys my gf just asked if she could wrap bacon around my,Guys my gf just asked if she could wrap bacon around my,-1.0,3.0,24,1
101547,3e3a2c004d9c5b2a7994f82e3302693281413e21be87ca34d4334d70081044f6,967d9272dc75ff5ab098abd85372384876f8236f8aa6b85d0b3268c33c40ee48,2023-03-01 16:54:17.171,hes your bf you could stop him,hes your bf you could stop him,-1.0,3.0,17,1
102550,b466acac8931027da2f2409887d7f894b3c8f2946a19d4f3a8679e049e2d8a91,7db21a8459ecefb043cf84459f33bf87d131faeb8949e309f6243d2d0119a985,2023-03-01 00:47:10.765,Nah but snap,Nah but snap,-1.0,-1.0,1,1
102712,ddec0360c90bf7216cc8cb27e08b74da9570ad3e4734bed6a5b463457afd2e74,6493f7e2d84e72b4121c078fe72b3b6e8aeb79916ec08fa3477aa6a3b2957680,2023-03-01 09:08:48.168,Boy without girlfriend,Boy without girlfriend,-1.0,3.0,10,1
102843,c7e6ede6ea659d0bd2c35402d8b1bce7a96b58e72acc37ceae1f24e333c5a136,9d212e18348242ebddde424562109b0da6f0a2acbd7536ffe7f6d8cf193c3d50,2023-03-01 20:27:47.126,sorry for the spam but it censors the social media that starts with an i,sorry for the spam but it censors the social media that starts with an i,-1.0,-1.0,21,1
104055,a8d086e353087b3760672a6b95ee52c77c8b96fa58e59409ecf96bad71de0826,dc22f2fde93fa1f1a3d28e5a642e9c101e10248fa7398d99a3544843a82fe714,2023-03-01 02:18:18.461,I would kill my girlfriend for this clan,I would kill my girlfriend for this clan,-1.0,3.0,3,1
105137,c494cd4f831069046ffde7cb466f72988bc8e08d7cf816583b44e8626a78df60,17b1357fd7deb0ee6828f0040af592a5a4001fc391e7b7cd8b9cd9c77623956b,2023-03-01 21:35:57.608,"there's media attention about a lot of corrupt things, but it's still allowed to continue","there's media attention about a lot of corrupt things, but it's still allowed to continue",-1.0,-1.0,22,1
107205,3d0c9f5e0ac85bfd8fa7f865a4596eff2a36676f0befc03247308090bef05f5f,674ef7dbc16eb0327b6e28923635306e902380165a2da24398b7ca6b1161a43c,2023-03-01 01:12:44.655,im so horny,im so horny,-1.0,5.0,2,1
108286,d954872939ba641fecb47380e84f4370cc938f5a41917eb6aaea60f574004693,41978d5757c381b9f451e59e9689d628afed06de42dfc7f0741d0075d04dcf49,2023-03-01 21:25:53.487,Zoom 56 we will kick you tell us who u are,Zoom 56 we will kick you tell us who u are,-1.0,-1.0,22,1
109474,91e3664f6fd8a6efa3e3d5168f374305931f79d70c1f84331ea85de97f5509e1,2556b9685bcf089c6f483aba4edf9ce959c8859aa2d704dc898c254cb635c7fe,2023-03-01 18:24:13.318,this calm in our relationship rn,this calm in our relationship rn,-1.0,3.0,19,1
110753,9ba329c73c471c5e5f61f4ae17bb21a220845ec9ca4f6b253c8966a8da75e436,7fadb83506d3ee41a9b86eb3b3fd21e30023e48eedf0f61528b4d871b3db4fad,2023-03-01 14:16:12.094,Gf,**,-1.0,3.0,15,1
113748,8066570016ba0a5eb5bd9369671a18ba6d3865e33f04d2d303b23623670b1b47,7762d6d5569363b62d9142756b26dd86e68bf6bb2f8f020b46d8cd12ef8658ee,2023-03-01 12:48:41.002,GF,**,-1.0,3.0,13,1
114039,109147dff8ad20d35d71ebc0f9d1a870cfdd73a07d421dc9d58c9bf16c2a3647,8d118062237342011604a26faa47a21ab1bb502f0e51780718a508570bece3ee,2023-03-01 17:19:06.799,1v1 for snap,1v1 for snap,-1.0,-1.0,18,1
115064,4ef039e8c390b7b9d02b28f46c82f364b4f52e5f22b8e0122a8ff31bdfb556cd,624f634b773e72c1efb47f39e24c99c75450cd9d8b19856c047c39be9beb4f9b,2023-03-01 06:30:59.704,u requested my gf,u requested my gf,-1.0,3.0,7,1
117417,1a2eb51640d8b3692d59d17d27a79f095b10bfc1e5898aceed2d5ac248a05789,b1a139381efe3dbf7a874f016be34b0be9c3c6426177932ec5e3ec8b3ed4f425,2023-03-01 21:06:12.620,Everybody aint got snap or something?,Everybody aint got snap or something?,-1.0,-1.0,22,1
117657,10ae19c1f1c91ff13ac557c6255133343c9bc6055561e89963e265dc364fa594,642becd116b618880f9fb8cc05620b2407dbe3d55b9b5b4bd46f0bbe088525c9,2023-03-01 03:21:41.651,gf,gf,-1.0,3.0,4,1
120124,afabde4223664c58d8fce431ed4ef62d11b4921d08fcac2fed9b7ebcb547ee6d,b1f385e63050ec74141a28689af2c9056828a68765b62f12cd30a47a32de593a,2023-03-01 04:30:50.467,"I couldn't give you my social networks, I don't know you yet 🤷","I couldn't give you my social networks, I don't know you yet 🤷",-1.0,-1.0,5,1
120857,54f7d25550a9817ad6a46159d9373d27a982d2c0c598ad3f9b7b212a36d11e6c,479f76f2d73a1e8351c2b0aa1ee19e410afaff2a0adf5b5b9632911b6c2d2136,2023-03-01 16:50:02.964,and then checked snap,and then checked snap,-1.0,-1.0,17,1
122483,400a3796d3b7f6ad794e3c920b0d622d333b1a67e1850ca5eca61be22990fd49,87af8d85a0dafae95a935202c884db445792b367a8fe613e61971517cc71a218,2023-03-01 15:48:10.122,Hahaha that’s amazing. I actually work as a senior cybersecurity analyst for the Fed. Are you on any social media?,Hahaha that’s amazing. I actually work as a senior cybersecurity analyst for the Fed. Are you on any social media?,-1.0,-1.0,16,1
123863,4c3233d7f9b129a9a08beb16b1d9b1e6b40947e273a717346d56add7199c4e52,8e83feca6206c562c507f905360cf304a917c283ada1888857543bce311ee42a,2023-03-01 19:44:55.213,Sweetheart are you,Sweetheart are you,-1.0,-1.0,20,1
123988,2dcb75bfd55688ea95924cdae8431eedbd72c1dc28240a70a73073bcc9342a35,228810e9a2804280f894516d37747e59a4f290e215fcce08dc75382290d25e82,2023-03-01 15:33:08.709,join ma zoom,join ma zoom,-1.0,-1.0,16,1
125907,f8dbde3caac57915e5fdb41ff0b86a196842396f0b94ec7274161f7f2f573470,fbc1b2a5ad2a2509c506967cc719ce03ad4e3c7948ef5e286578810bcae9d694,2023-03-01 05:20:45.311,most doctors and lawyers I hang out with also follow rapey social media personalities like a cult,most doctors and lawyers I hang out with also follow ***** social media personalities like a cult,-1.0,6.0,6,1
128219,e1baaab9602657fb816d4c537c7b42bf4afbba9eca312f458b8e99d7258ed290,f64e9030afd07f1141c8321e4ffa1a1b7d0ec78b17144514487b4f188c78e38f,2023-03-01 23:09:46.648,I will be deleting this game for a couple of weeks letting you guys know in advance just deciding to take a break from social media and unnecessary apps time to focus on my wealth and mental health 🙏,I will be deleting this game for a couple of weeks letting you guys know in advance just deciding to take a break from social media and unnecessary apps time to focus on my wealth and mental health 🙏,-1.0,-1.0,24,1
129031,53944c4fc0042fed3f08bd4f5dc0c88c5ba19f68e9a368e1c7e2e6854ce00283,6ba85a139326672959021c1481b4eb5409efb4160a7491579959940a24549a2d,2023-03-01 19:38:28.590,gf so pro,gf so pro,-1.0,3.0,20,1
131461,26b8e7461c4c273d00323c6ac28d9dbec23a1a03d2b62000dc92c1faf7b1dc96,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 05:07:00.187,You find all these girls attractive but you just aren’t in a relationship with them,You find all these girls attractive but you just aren’t in a relationship with them,-1.0,3.0,6,1
131957,c3c7a9edee01cae2ea4f2ac1005d5b08a8dc7ee4dac491732088f61191d3b9ae,52d1ff12dd5742d3c19d6a7d70e227538f4cfd3ebcb841e0c9f0a137234af4b5,2023-03-01 16:26:27.953,ur the best my cutie,ur the best my cutie,-1.0,-1.0,17,1
132758,baeb355ea91d6abbbe46569d22bcdf04416b2d3641600c763af859d3e688899e,80dfee1341272ddd9207c9abed33336b11ed9272ff9f8a677f9b495ee27423c8,2023-03-01 13:36:13.099,Ur boyfriend is gae,Ur boyfriend is gae,-1.0,3.0,14,1
133078,03a44eccdfc740a7575f3fc1bf14939216acbea0f6c706e8c66eea49cb6450a6,1e76ca3e1289e246f5eddbd68284838f76f33537b61b9f1f4777334ade19eebe,2023-03-01 14:22:41.535,Lmaoo how u putting proof of ur gf,Lmaoo how u putting proof of ur gf,-1.0,3.0,15,1
133503,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 05:57:57.646,but u let ur bf cheat on u 😭,but u let ur bf cheat on u 😭,-1.0,3.0,6,1
133915,5d664cdee6c7613f4f44d4ed28b964d27bbff55a5e4586e5e32ea9f806d9800f,aef823c3b0a5ee2afc14501cdc5a466c68efc535fbfa09cefba85f602520b5e7,2023-03-01 17:32:26.985,You and your boyfriend suck,*** and your boyfriend suck,-1.0,6.0,18,1
135284,4d721e1d83c554e6a4c50e5023d2ac9e3f25ec35bbaceb412630a807c2ecaf57,0014bb654669507eb67ec93b44654317c1ec05eee7e6068e71c327572e03dca9,2023-03-01 11:05:55.216,my girlfriend unlocked 🥺,my girlfriend unlocked 🥺,-1.0,3.0,12,1
136297,116c7da2f369d9ece7378c8a4c17e9d8860a52cb2003ecca93a13c9fe580b3a1,938a1541de00bbebe8061cac5831a6c68ce97546eb649e8a8caddde99d49810c,2023-03-01 01:29:48.271,imma start a snap group of the clan,imma start a snap group of the clan,-1.0,-1.0,2,1
139528,d9b79b959cf52211f62927b5c4e367bb5926511ee1e63bc13bf109c89e91d651,f38fe8f3818d1c80365e9c05a9c22fdee4129debe91f652455c9fd47daa04b8c,2023-03-01 13:49:39.093,why he jealous he your girlfriend,why he jealous he your **********,-1.0,3.0,14,1
140035,293ea293bc4d3d015987aaba83eb75ac312cdb059c5d75d791334cfc9cb19023,b8b8822f85a48df6c3b902912d840a450d1d3a85d7b1e7aa5f2f1eef9cb514f3,2023-03-01 14:10:27.142,ooooo snap,ooooo snap,-1.0,-1.0,15,1
141296,ace58714e517a4cde6785009b7d506fa49d794b5fca2464f6a76d54ea64a0027,e2fb3a14d4ff67a6265d41fc39244a738df73be09d15a2a853c267ed2e58d2b7,2023-03-01 00:10:35.763,it censored girlfriend 🤔,it censored ********** 🤔,-1.0,3.0,1,1
142296,79907c270750e9114521a0bd23007c801c7f5d8317538e3a0849c14523f69832,96defad5052e216e0e400e50c3b4ea59b98d611bccb2951165ec24071fd0b695,2023-03-01 11:01:24.644,brb gf wants me to masker her some food,brb gf wants me to masker her some food,-1.0,3.0,12,1
142579,4e4b74165c12688e8abb9c6eea747bcb097323662293d0f15670330ecebd7f13,4754c3504e40bcff4e1c3707e72b83452f3eed58f1b63598027d3fb50a0895a0,2023-03-01 22:36:14.209,Snap,Snap,-1.0,-1.0,23,1
142595,33b84bf02ac6f529338cbec0a04ea52f68b5da65a23f1d72fcf4a83751f10140,1874c2613bc579e5b15471139ec45a69520e1cf8775cebfe69d6f29a29b1c71a,2023-03-01 03:29:23.580,Send it to me snap f-ainted hurry up,Send it to me snap f-ainted hurry up,-1.0,-1.0,4,1
144988,3f6247ce1d81fa5c5e09703e051894c85781aa1d5ceffd3c128d372ab40d3977,ddd083d5431c26f45edbd3cb4d745b8248de2861db54f07fcac244eadc706ab4,2023-03-01 03:19:47.905,"Bro can I go one day, one day without being unimaginably horny","Bro can I go one day, one day without being unimaginably horny",-1.0,5.0,4,1
145043,d7cc1751dcc9d1ab164b226bbf2f6765cc918143820169a30cbcb8a49d71412a,669eaa026491d0c23ba4010290eb0edce767e98b1936f3871c4c1670b7b5e443,2023-03-01 22:51:51.551,Yes the basis is love. Love doesn’t hold a relationship together it needs loyalty honesty commitment and done a lot of hard work. But ontop of that if you are serious about us moving in together in the future which you know is a top goal for me.,Yes the basis is love. Love doesn’t hold a relationship together it needs loyalty honesty commitment and done a lot of hard work. But ontop of that if you are serious about us moving in together in the future which you know is a top goal for me.,-1.0,3.0,23,1
145772,30c980d6834598e3a16aa2bd26f03039448221372dfab23239e4104e3394a344,86f29b8335705e7883939f7c1cf6cdb890eceee6da65b1ec18d2c924779d7915,2023-03-01 18:48:13.378,social media,social media,-1.0,-1.0,19,1
145917,7c4b42dc50f3d4ee000e54265d20b9265ef8dd4b2fbf39af82ad5c1446a03c26,a3925bcea5d9f6c822258295c6340472b9a9cd789a3cb073f2f15fd694f6cb71,2023-03-01 19:39:07.902,or snap him,or snap him,-1.0,-1.0,20,1
147431,fd84a0e65f1053b1e0466c20eb43dc8b4a090fb0595fb501e773b7f3fb0d59fe,a9506383ca858b861593b994acb4aae5b55b8d03e572979d1139fd74a86fdaf8,2023-03-01 10:30:14.364,he was my boyfriend,he was my boyfriend,-1.0,3.0,11,1
147834,c3c7a9edee01cae2ea4f2ac1005d5b08a8dc7ee4dac491732088f61191d3b9ae,52d1ff12dd5742d3c19d6a7d70e227538f4cfd3ebcb841e0c9f0a137234af4b5,2023-03-01 08:55:49.338,ur the best ever cutie,ur the best ever cutie,-1.0,-1.0,9,1
148082,157177bf56267d4717fad0ea376f009bd2f0c3ff00c695713fbf12088813e3fe,c64e0cfc5209ed94051d4d432b7a57145db5e4e56f5eb4a46f232339dc308381,2023-03-01 05:24:03.464,My gf gets turned on whenever I win a game,My gf gets turned on whenever I win a game,-1.0,3.0,6,1
148679,3dad479ce09a85b0f74f36518cd475e99babbcf3370baec0c8dc6439f34d852f,8b6b502a5eb83bfb37f487fdb34623e0aa8b12b5b89114fcee1821906b0a2e6a,2023-03-01 17:47:30.624,Gf no re,Gf no re,-1.0,3.0,18,1
153896,7012518e62e1cfff78af302c491e132888c2fb0da6d2e06d6c32c5015f45defd,4a00b42d5e7559b582e634d1e14daaaa48f6a15ae3e54dca10323ed1f4760bd4,2023-03-01 03:14:06.439,"nonoo it's okiiii, gotta get ready for bed evetuslly cutie","nonoo it's okiiii, gotta get ready for bed evetuslly cutie",-1.0,3.0,4,1
153988,d081cbce81b6f2d313c838d8702dd3ee2bc07bf9a6bf35b5e158399ce70a5ce8,1d04c6e619cd50ea965a9b271ea6239ef1912dcf512752073de6fd04d255c81d,2023-03-01 19:00:08.384,Snap,Snap,-1.0,-1.0,20,1
154192,7b6f4ddd4c01d2ff651bef411e46e4fba5a7ed9e4a71a48224cacc7f9f5e7102,818a7249103a6501c980b3a0aef189dfefed7ab20939c0be0707d7319b136291,2023-03-01 20:15:18.475,Horny,Horny,-1.0,5.0,21,1
156093,20c358a0578ed84429a2c704681d8728117d72c7c4718b64bec87366ce661106,bf5baf6fd5b8c7a46bc0ccc22e06869b7ba47bd7bf27ac222d6b174fa6616597,2023-03-01 21:39:06.870,stop talking to my boyfriend,stop talking to my boyfriend,-1.0,3.0,22,1
156108,f29c69a5cfebedc998a280f11e351d6762793a16d1716e4ed075c5d490cd7aa0,fcc8c10fcebbbaa120c9912059e09503854e7ad21248458b5cc4d7de192c12c6,2023-03-01 13:38:17.516,what social sites are u on?,what social sites are u on?,-1.0,-1.0,14,1
157121,3ee10bc18a0c33537096e392053f33648ae7d0ed7cdcfbdfa00c67fce0966ea4,440320fe728e54c2cfbc4336b9718a3267423577b03a5be3aca3c429d8ccd4d5,2023-03-01 22:32:37.148,I can’t. I fr have the most beautiful girlfriend ever,I can’t. I fr have the most beautiful girlfriend ever,-1.0,3.0,23,1
